timestamp,index,category,status,tool,args_keys,elapsed_s,response_preview
2026-04-26T11:26:01,1,VALID,OK,list_allowed_directories,[],0.044,Allowed directories: C:\Users\user\Documents\GitHub\MCP
2026-04-26T11:26:01,2,VALID,OK,list_directory,['path'],0.019,[DIR] .claude [FILE] .claude-news-run-count.txt [DIR] .git [FILE] .gitattributes [FILE] .gitignore [DIR] .pytest_cache [FILE] .python-version [DIR] .venv [DIR] .worktrees [FILE] CLAUDE.md [FILE] credentials.json [DIR] docs [DIR] Literature_review [DIR] logs [DIR] mcp_learning_lab [FILE] pyproject.to
2026-04-26T11:26:02,3,VALID,OK,list_directory,['path'],0.011,[DIR] mcp_security
2026-04-26T11:26:02,4,VALID,OK,list_directory_with_sizes,['path'],0.028,"[DIR] claude                          [DIR] development                     [DIR] guides                          [DIR] project                         [FILE] README.md                         1.27 KB [DIR] standards                       [DIR] superpowers                      Total: 1 files, 6 dire"
2026-04-26T11:26:02,5,VALID,OK,directory_tree,['path'],0.028,"[   {     ""name"": ""mcp_security"",     ""type"": ""directory"",     ""children"": [       {         ""name"": ""calendar_client.py"",         ""type"": ""file""       },       {         ""name"": ""main.py"",         ""type"": ""file""       },       {         ""name"": ""README.md"",         ""type"": ""file""       },       {  "
2026-04-26T11:26:02,6,VALID,OK,get_file_info,['path'],0.015,size: 2519 created: Mon Apr 20 2026 10:23:35 GMT+0300 (Israel Daylight Time) modified: Mon Apr 20 2026 10:23:35 GMT+0300 (Israel Daylight Time) accessed: Sun Apr 26 2026 13:38:54 GMT+0300 (Israel Daylight Time) isDirectory: false isFile: true permissions: 666
2026-04-26T11:26:03,7,VALID,OK,read_file,['path'],0.023,"# CLAUDE.md  Guidance for Claude Code in this repo. Detailed docs: [docs/](docs/README.md).  ## INSTRUCTIONS  ### Non-negotiable rules  - **Threat model direction**: MCP servers are the PROTECTED asset; agents are the THREAT. Never reverse. Frame as ""defending servers FROM agents"". - **MCP scope**: "
2026-04-26T11:26:03,8,VALID,OK,read_text_file,['path'],0.013,"[project] name = ""mcp-security"" version = ""0.1.0"" description = ""Security tooling project"" readme = ""README.md"" requires-python = "">=3.12"" dependencies = [     ""mcp>=1.26.0"",     ""openpyxl>=3.1.5"",     ""python-docx>=1.2.0"",     ""python-pptx>=1.0.2"",     ""requests>=2.32.0"", ]  [dependency-groups] dev"
2026-04-26T11:26:13,9,VALID,OK,search_files,"['path', 'pattern']",10.268,No matches found
2026-04-26T11:26:19,10,VALID,OK,search_files,"['path', 'pattern']",5.410,C:\Users\user\Documents\GitHub\MCP\CLAUDE.md C:\Users\user\Documents\GitHub\MCP\README.md C:\Users\user\Documents\GitHub\MCP\weekly-2026-04-14.md C:\Users\user\Documents\GitHub\MCP\weekly-2026-04-20.md C:\Users\user\Documents\GitHub\MCP\weekly-2026-04-26.md
2026-04-26T11:26:19,11,BAD_TOOL,OK,readFile,[],0.276,MCP error -32602: Tool readFile not found
2026-04-26T11:26:20,12,BAD_TOOL,OK,delete_file,[],0.010,MCP error -32602: Tool delete_file not found
2026-04-26T11:26:20,13,BAD_TOOL,OK,execute_command,[],0.009,MCP error -32602: Tool execute_command not found
2026-04-26T11:26:20,14,BAD_TOOL,OK,,[],0.007,MCP error -32602: Tool  not found
2026-04-26T11:26:20,15,BAD_PARAMS,OK,read_file,[],0.010,"MCP error -32602: Input validation error: Invalid arguments for tool read_file: [   {     ""expected"": ""string"",     ""code"": ""invalid_type"",     ""path"": [       ""path""     ],     ""message"": ""Invalid input: expected string, received undefined""   } ]"
2026-04-26T11:26:20,16,BAD_PARAMS,OK,list_directory,[],0.008,"MCP error -32602: Input validation error: Invalid arguments for tool list_directory: [   {     ""expected"": ""string"",     ""code"": ""invalid_type"",     ""path"": [       ""path""     ],     ""message"": ""Invalid input: expected string, received undefined""   } ]"
2026-04-26T11:26:21,17,BAD_PARAMS,OK,write_file,['path'],0.009,"MCP error -32602: Input validation error: Invalid arguments for tool write_file: [   {     ""expected"": ""string"",     ""code"": ""invalid_type"",     ""path"": [       ""content""     ],     ""message"": ""Invalid input: expected string, received undefined""   } ]"
2026-04-26T11:26:21,18,BAD_PARAMS,OK,search_files,['path'],0.011,"MCP error -32602: Input validation error: Invalid arguments for tool search_files: [   {     ""expected"": ""string"",     ""code"": ""invalid_type"",     ""path"": [       ""pattern""     ],     ""message"": ""Invalid input: expected string, received undefined""   } ]"
2026-04-26T11:26:21,19,EDGE,OK,read_file,['path'],0.006,Access denied - path outside allowed directories: C:\Users\user\Documents\etc\passwd not in C:\Users\user\Documents\GitHub\MCP
2026-04-26T11:26:21,20,EDGE,OK,read_file,['path'],0.008,Access denied - path outside allowed directories: C:\Users\user\etc\passwd not in C:\Users\user\Documents\GitHub\MCP
2026-04-26T11:26:22,21,EDGE,OK,list_directory,['path'],0.009,Access denied - path outside allowed directories: C:\Windows\System32 not in C:\Users\user\Documents\GitHub\MCP
2026-04-26T11:26:29,22,EDGE,OK,search_files,"['path', 'pattern']",6.784,No matches found
2026-04-26T11:26:29,23,EDGE,OK,read_file,['path'],0.296,Access denied - path outside allowed directories: C:\Users\user\.ssh\id_rsa not in C:\Users\user\Documents\GitHub\MCP
2026-04-26T11:26:36,24,EDGE,OK,search_files,"['path', 'pattern']",7.062,No matches found
2026-04-26T11:26:37,25,EDGE,OK,read_file,['path'],0.309,Access denied - path outside allowed directories: C:\etc\shadow not in C:\Users\user\Documents\GitHub\MCP
