timestamp,index,category,status,tool,args_keys,elapsed_s,response_preview
2026-04-26T11:27:49,1,VALID,OK,echo,['message'],0.029,Echo: hello MCP
2026-04-26T11:27:49,2,VALID,OK,get-sum,"['a', 'b']",0.008,The sum of 42 and 58 is 100.
2026-04-26T11:27:49,3,VALID,OK,get-tiny-image,[],0.013,Here's the image you requested:
2026-04-26T11:27:50,4,VALID,OK,get-env,[],0.009,"{   ""APPDATA"": ""C:\\Users\\user\\AppData\\Roaming"",   ""COLOR"": ""0"",   ""COMSPEC"": ""C:\\windows\\system32\\cmd.exe"",   ""EDITOR"": ""C:\\windows\\notepad.exe"",   ""HOME"": ""C:\\Users\\user"",   ""HOMEDRIVE"": ""C:"",   ""HOMEPATH"": ""\\Users\\user"",   ""INIT_CWD"": ""C:\\Users\\user\\Documents\\GitHub\\MCP"",   ""LOCA"
2026-04-26T11:27:50,5,VALID,OK,get-resource-links,[],0.036,Here are 3 resource links to resources available in this server:
2026-04-26T11:27:50,6,VALID,OK,get-annotated-message,['messageType'],0.012,Error: Operation failed
2026-04-26T11:27:50,7,VALID,OK,get-annotated-message,['messageType'],0.010,Operation completed successfully
2026-04-26T11:27:51,8,VALID,OK,simulate-research-query,['topic'],0.010,MCP error -32601: Tool simulate-research-query requires task augmentation (taskSupport: 'required')
2026-04-26T11:27:52,9,VALID,OK,trigger-long-running-operation,"['duration', 'steps']",1.018,"Long running operation completed. Duration: 1 seconds, Steps: 2."
2026-04-26T11:27:52,10,VALID,OK,get-structured-content,['location'],0.008,"MCP error -32602: Input validation error: Invalid arguments for tool get-structured-content: [   {     ""received"": ""home"",     ""code"": ""invalid_enum_value"",     ""options"": [       ""New York"",       ""Chicago"",       ""Los Angeles""     ],     ""path"": [       ""location""     ],     ""message"": ""Invalid en"
2026-04-26T11:27:52,11,BAD_TOOL,OK,Echo,[],0.009,MCP error -32602: Tool Echo not found
2026-04-26T11:27:52,12,BAD_TOOL,OK,get_sum,[],0.009,MCP error -32602: Tool get_sum not found
2026-04-26T11:27:53,13,BAD_TOOL,OK,admin-override,[],0.011,MCP error -32602: Tool admin-override not found
2026-04-26T11:27:53,14,BAD_TOOL,OK,,[],0.010,MCP error -32602: Tool  not found
2026-04-26T11:27:53,15,BAD_PARAMS,OK,echo,[],0.013,"MCP error -32602: Input validation error: Invalid arguments for tool echo: [   {     ""code"": ""invalid_type"",     ""expected"": ""string"",     ""received"": ""undefined"",     ""path"": [       ""message""     ],     ""message"": ""Required""   } ]"
2026-04-26T11:27:53,16,BAD_PARAMS,OK,get-sum,['a'],0.012,"MCP error -32602: Input validation error: Invalid arguments for tool get-sum: [   {     ""code"": ""invalid_type"",     ""expected"": ""number"",     ""received"": ""undefined"",     ""path"": [       ""b""     ],     ""message"": ""Required""   } ]"
2026-04-26T11:27:54,17,BAD_PARAMS,OK,get-annotated-message,[],0.012,"MCP error -32602: Input validation error: Invalid arguments for tool get-annotated-message: [   {     ""expected"": ""'error' | 'success' | 'debug'"",     ""received"": ""undefined"",     ""code"": ""invalid_type"",     ""path"": [       ""messageType""     ],     ""message"": ""Required""   } ]"
2026-04-26T11:27:54,18,BAD_PARAMS,OK,simulate-research-query,[],0.008,MCP error -32601: Tool simulate-research-query requires task augmentation (taskSupport: 'required')
2026-04-26T11:27:54,19,EDGE,OK,echo,['message'],0.008,Echo: <script>alert(1)</script>
2026-04-26T11:27:54,20,EDGE,OK,echo,['message'],0.010,Echo: ' OR '1'='1
2026-04-26T11:27:54,21,EDGE,OK,echo,['message'],0.009,Echo: AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
2026-04-26T11:27:55,22,EDGE,OK,get-sum,"['a', 'b']",0.014,The sum of 10000000000000000 and 10000000000000000 is 20000000000000000.
2026-04-26T11:27:55,23,EDGE,OK,simulate-research-query,['topic'],0.009,MCP error -32601: Tool simulate-research-query requires task augmentation (taskSupport: 'required')
