timestamp,index,persona,category,status,tool,args,run_id
2026-07-01T09:00:00,1,Analyst Bot@acme,BENIGN,OK,read_query,"{""table_name"": ""publications""}",benign_acme_Analyst_Bot_0
2026-07-01T09:00:00,2,Analyst Bot@acme,BENIGN,OK,read_query,"{""table_name"": ""publications""}",benign_acme_Analyst_Bot_0
2026-07-01T09:00:00,3,Analyst Bot@acme,BENIGN,OK,describe_table,"{""table_name"": ""publications""}",benign_acme_Analyst_Bot_0
2026-07-01T09:00:00,4,Analyst Bot@acme,BENIGN,OK,describe_table,"{""table_name"": ""publications""}",benign_acme_Analyst_Bot_0
2026-07-01T09:00:00,5,Analyst Bot@acme,BENIGN,OK,describe_table,"{""table_name"": ""experiments""}",benign_acme_Analyst_Bot_0
2026-07-01T09:00:00,6,Analyst Bot@acme,BENIGN,OK,write_query,"{""table_name"": ""experiments""}",benign_acme_Analyst_Bot_0
2026-07-01T09:00:00,7,Analyst Bot@acme,BENIGN,OK,list_tables,"{""table_name"": ""experiments""}",benign_acme_Analyst_Bot_1
2026-07-01T09:00:00,8,Analyst Bot@acme,BENIGN,OK,list_tables,"{""table_name"": ""publications""}",benign_acme_Analyst_Bot_1
2026-07-01T09:00:00,9,Analyst Bot@acme,BENIGN,OK,describe_table,"{""table_name"": ""experiments""}",benign_acme_Analyst_Bot_2
2026-07-01T09:00:00,10,Analyst Bot@acme,BENIGN,OK,read_query,"{""table_name"": ""experiments""}",benign_acme_Analyst_Bot_2
2026-07-01T09:00:00,11,Analyst Bot@acme,BENIGN,OK,list_tables,"{""table_name"": ""publications""}",benign_acme_Analyst_Bot_2
2026-07-01T09:00:00,12,Analyst Bot@acme,BENIGN,OK,read_query,"{""table_name"": ""experiments""}",benign_acme_Analyst_Bot_2
2026-07-01T09:00:00,13,Analyst Bot@acme,BENIGN,OK,read_query,"{""table_name"": ""experiments""}",benign_acme_Analyst_Bot_2
2026-07-01T09:00:00,14,Analyst Bot@acme,BENIGN,OK,write_query,"{""table_name"": ""publications""}",benign_acme_Analyst_Bot_2
2026-07-01T09:00:00,15,Analyst Bot@acme,BENIGN,OK,read_query,"{""table_name"": ""experiments""}",benign_acme_Analyst_Bot_3
2026-07-01T09:00:00,16,Analyst Bot@acme,BENIGN,OK,list_tables,"{""table_name"": ""publications""}",benign_acme_Analyst_Bot_3
2026-07-01T09:00:00,17,Analyst Bot@acme,BENIGN,OK,read_query,"{""table_name"": ""experiments""}",benign_acme_Analyst_Bot_3
2026-07-01T09:00:00,18,Analyst Bot@acme,BENIGN,OK,insert_row,"{""table_name"": ""publications""}",benign_acme_Analyst_Bot_3
2026-07-01T09:00:00,19,Analyst Bot@acme,BENIGN,OK,describe_table,"{""table_name"": ""publications""}",benign_acme_Analyst_Bot_4
2026-07-01T09:00:00,20,Analyst Bot@acme,BENIGN,OK,list_tables,"{""table_name"": ""experiments""}",benign_acme_Analyst_Bot_4
