timestamp,index,category,status,tool,args_keys,elapsed_s,response_preview
2026-04-26T11:27:35,1,VALID,OK,get_current_time,['timezone'],0.026,"{   ""timezone"": ""UTC"",   ""datetime"": ""2026-04-26T11:27:35+00:00"",   ""day_of_week"": ""Sunday"",   ""is_dst"": false }"
2026-04-26T11:27:35,2,VALID,OK,get_current_time,['timezone'],0.009,"{   ""timezone"": ""Asia/Jerusalem"",   ""datetime"": ""2026-04-26T14:27:35+03:00"",   ""day_of_week"": ""Sunday"",   ""is_dst"": true }"
2026-04-26T11:27:35,3,VALID,OK,get_current_time,['timezone'],0.014,"{   ""timezone"": ""America/New_York"",   ""datetime"": ""2026-04-26T07:27:35-04:00"",   ""day_of_week"": ""Sunday"",   ""is_dst"": true }"
2026-04-26T11:27:36,4,VALID,OK,get_current_time,['timezone'],0.012,"{   ""timezone"": ""Europe/London"",   ""datetime"": ""2026-04-26T12:27:36+01:00"",   ""day_of_week"": ""Sunday"",   ""is_dst"": true }"
2026-04-26T11:27:36,5,VALID,OK,convert_time,"['source_timezone', 'time', 'target_timezone']",0.059,"{   ""source"": {     ""timezone"": ""UTC"",     ""datetime"": ""2026-04-26T12:00:00+00:00"",     ""day_of_week"": ""Sunday"",     ""is_dst"": false   },   ""target"": {     ""timezone"": ""Asia/Jerusalem"",     ""datetime"": ""2026-04-26T15:00:00+03:00"",     ""day_of_week"": ""Sunday"",     ""is_dst"": true   },   ""time_differen"
2026-04-26T11:27:36,6,VALID,OK,convert_time,"['source_timezone', 'time', 'target_timezone']",0.011,"{   ""source"": {     ""timezone"": ""America/New_York"",     ""datetime"": ""2026-04-26T09:00:00-04:00"",     ""day_of_week"": ""Sunday"",     ""is_dst"": true   },   ""target"": {     ""timezone"": ""Europe/London"",     ""datetime"": ""2026-04-26T14:00:00+01:00"",     ""day_of_week"": ""Sunday"",     ""is_dst"": true   },   ""ti"
2026-04-26T11:27:36,7,BAD_TOOL,OK,getCurrentTime,[],0.007,Error processing mcp-server-time query: Unknown tool: getCurrentTime
2026-04-26T11:27:37,8,BAD_TOOL,OK,get-time,[],0.009,Error processing mcp-server-time query: Unknown tool: get-time
2026-04-26T11:27:37,9,BAD_TOOL,OK,execute,[],0.010,Error processing mcp-server-time query: Unknown tool: execute
2026-04-26T11:27:37,10,BAD_TOOL,OK,,[],0.011,Error processing mcp-server-time query: Unknown tool: 
2026-04-26T11:27:37,11,BAD_PARAMS,OK,get_current_time,[],0.009,Input validation error: 'timezone' is a required property
2026-04-26T11:27:37,12,BAD_PARAMS,OK,convert_time,['timezone'],0.008,Input validation error: 'source_timezone' is a required property
2026-04-26T11:27:38,13,BAD_PARAMS,OK,get_current_time,['timezone'],0.009,Input validation error: 12345 is not of type 'string'
2026-04-26T11:27:38,14,EDGE,OK,get_current_time,['timezone'],0.010,Error processing mcp-server-time query: Invalid timezone: 'No time zone found with key Invalid/Zone'
2026-04-26T11:27:38,15,EDGE,OK,get_current_time,['timezone'],0.014,"Error processing mcp-server-time query: Invalid timezone: ZoneInfo keys must refer to subdirectories of TZPATH, got: ../../etc/passwd"
2026-04-26T11:27:38,16,EDGE,OK,get_current_time,['timezone'],0.008,Error processing mcp-server-time query: Invalid timezone: 'No time zone found with key <script>alert(1)</script>'
2026-04-26T11:27:38,17,EDGE,OK,convert_time,"['source_timezone', 'time', 'target_timezone']",0.009,Error processing mcp-server-time query: Invalid time format. Expected HH:MM [24-hour format]
2026-04-26T11:27:39,18,EDGE,OK,get_current_time,['timezone'],0.008,Error processing mcp-server-time query: Invalid timezone: 'No time zone found with key UTC; cat /etc/passwd'
2026-04-26T11:27:39,19,EDGE,OK,get_current_time,['timezone'],0.009,Error processing mcp-server-time query: Invalid timezone: [Errno 22] Invalid argument: 'C:\\Users\\user\\AppData\\Local\\uv\\cache\\archive-v0\\GaH5gmK-0FnUAN8sJQ6a-\\Lib\\site-packages\\tzdata\\zoneinfo\\AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
