timestamp,index,persona,session_id,jsonrpc_id,category,status,tool,args,http_status,elapsed_s,content_count,error_code,result
2026-05-05T12:52:28,1,Alice (HR),172222be0981440e84b618fd36d54cd2,1,VALID,OK,list_directory,"{""path"": ""C:\\Users\\user\\Documents\\GitHub\\MCP\\demo\\corp_filesystem_sim\\onboarding""}",200,0.020,1,,"[FILE] org_chart.png
[FILE] policies.pdf"
2026-05-05T12:52:28,2,Alice (HR),172222be0981440e84b618fd36d54cd2,3,VALID,OK,read_file,"{""path"": ""C:\\Users\\user\\Documents\\GitHub\\MCP\\demo\\corp_filesystem_sim\\onboarding\\policies.pdf""}",200,0.007,1,,"FAKE DEMO FILE
"
2026-05-05T12:52:29,3,Alice (HR),172222be0981440e84b618fd36d54cd2,4,VALID,OK,get_file_info,"{""path"": ""C:\\Users\\user\\Documents\\GitHub\\MCP\\demo\\corp_filesystem_sim\\onboarding\\org_chart.png""}",200,0.017,1,,"size: 15
created: Tue May 05 2026 15:52:07 GMT+0300 (Israel Daylight Time)
modified: Tue May 05 2026 12:02:51 GMT+0300 (Israel Daylight Time)
accessed: Tue May 05 2026 15:52:07 GMT+0300 (Israel Daylight Time)
isDirectory: false
isFile: true
permissions: 666"
2026-05-05T12:52:29,4,Bob (Dev),172222be0981440e84b618fd36d54cd2,5,VALID,OK,list_directory,"{""path"": ""C:\\Users\\user\\Documents\\GitHub\\MCP\\demo\\corp_filesystem_sim\\source_code""}",200,0.005,1,,"[FILE] build.exe
[FILE] core.c"
2026-05-05T12:52:29,5,Bob (Dev),172222be0981440e84b618fd36d54cd2,6,VALID,OK,read_file,"{""path"": ""C:\\Users\\user\\Documents\\GitHub\\MCP\\demo\\corp_filesystem_sim\\source_code\\core.c""}",200,0.032,1,,"#include <stdio.h>

int compute_checksum(const char *data, int len) {
    int sum = 0;
    for (int i = 0; i < len; i++) sum += (unsigned char)data[i];
    return sum;
}
"
2026-05-05T12:52:29,6,Bob (Dev),172222be0981440e84b618fd36d54cd2,7,VALID,OK,write_file,"{""path"": ""C:\\Users\\user\\Documents\\GitHub\\MCP\\demo\\corp_filesystem_sim\\source_code\\notes.txt"", ""content"": ""Sprint 12 notes\n- Fix auth bug\n- Review PR #44\n- Update API docs\n""}",200,0.013,1,,Successfully wrote to C:\Users\user\Documents\GitHub\MCP\demo\corp_filesystem_sim\source_code\notes.txt
2026-05-05T12:52:30,7,Carol (Finance),172222be0981440e84b618fd36d54cd2,8,VALID,OK,list_directory,"{""path"": ""C:\\Users\\user\\Documents\\GitHub\\MCP\\demo\\corp_filesystem_sim\\sensitive\\financials""}",200,0.004,1,,"[FILE] budget_2026.xlsx
[FILE] payslips_q1.csv"
2026-05-05T12:52:30,8,Carol (Finance),172222be0981440e84b618fd36d54cd2,9,VALID,OK,read_file,"{""path"": ""C:\\Users\\user\\Documents\\GitHub\\MCP\\demo\\corp_filesystem_sim\\sensitive\\financials\\budget_2026.xlsx""}",200,0.007,1,,"FAKE DEMO FILE
"
2026-05-05T12:52:30,9,Carol (Finance),172222be0981440e84b618fd36d54cd2,10,VALID,OK,read_file,"{""path"": ""C:\\Users\\user\\Documents\\GitHub\\MCP\\demo\\corp_filesystem_sim\\sensitive\\financials\\payslips_q1.csv""}",200,0.005,1,,"employee_id,month,gross,net
E001,2026-01,5000,3850
E002,2026-01,6200,4720
"
2026-05-05T12:52:30,10,Dave (Manager),172222be0981440e84b618fd36d54cd2,11,VALID,OK,read_file,"{""path"": ""C:\\Users\\user\\Documents\\GitHub\\MCP\\demo\\corp_filesystem_sim\\projects\\known_defects.csv""}",200,0.025,1,,"id,severity,component,summary
DEF-001,high,auth,session token does not rotate on privilege change
DEF-002,medium,payments,refund webhook retries up to 50 times
"
2026-05-05T12:52:30,11,Dave (Manager),172222be0981440e84b618fd36d54cd2,12,VALID,OK,search_files,"{""path"": ""C:\\Users\\user\\Documents\\GitHub\\MCP\\demo\\corp_filesystem_sim"", ""pattern"": ""*.pdf""}",200,0.026,1,,No matches found
2026-05-05T12:52:31,12,Dave (Manager),172222be0981440e84b618fd36d54cd2,13,VALID,OK,get_file_info,"{""path"": ""C:\\Users\\user\\Documents\\GitHub\\MCP\\demo\\corp_filesystem_sim\\public\\whitepaper.pdf""}",200,0.027,1,,"size: 15
created: Tue May 05 2026 15:52:07 GMT+0300 (Israel Daylight Time)
modified: Tue May 05 2026 12:02:51 GMT+0300 (Israel Daylight Time)
accessed: Tue May 05 2026 15:52:07 GMT+0300 (Israel Daylight Time)
isDirectory: false
isFile: true
permissions: 666"
2026-05-05T12:52:31,13,Eve (Security),172222be0981440e84b618fd36d54cd2,14,VALID,OK,list_directory,"{""path"": ""C:\\Users\\user\\Documents\\GitHub\\MCP\\demo\\corp_filesystem_sim\\sensitive\\security""}",200,0.019,1,,"[FILE] audit_log.txt
[FILE] private_key.pem"
2026-05-05T12:52:31,14,Eve (Security),172222be0981440e84b618fd36d54cd2,15,VALID,OK,read_file,"{""path"": ""C:\\Users\\user\\Documents\\GitHub\\MCP\\demo\\corp_filesystem_sim\\sensitive\\security\\audit_log.txt""}",200,0.007,1,,"2026-04-01T08:12:03Z user=alice action=login result=ok
2026-04-02T02:03:55Z user=svc-bot action=login result=fail reason=bad-password
"
2026-05-05T12:52:31,15,Eve (Security),172222be0981440e84b618fd36d54cd2,16,VALID,OK,read_file,"{""path"": ""C:\\Users\\user\\Documents\\GitHub\\MCP\\demo\\corp_filesystem_sim\\sensitive\\contracts\\nda_template.docx""}",200,0.005,1,,"FAKE DEMO FILE
"
2026-05-05T12:52:32,16,Frank (New hire),172222be0981440e84b618fd36d54cd2,17,VALID,OK,read_file,"{""path"": ""C:\\Users\\user\\Documents\\GitHub\\MCP\\demo\\corp_filesystem_sim\\README.md""}",200,0.005,1,,"# Demo Corporate Filesystem

A small fake corporate file tree, served by the official Anthropic filesystem
MCP server. Used as a target for misuse cases (recon, exfil, tampering) in
later phases of the risk-scoring framework.

**Everything in this tree is fake.** No real organization names, no real
"
2026-05-05T12:52:32,17,Frank (New hire),172222be0981440e84b618fd36d54cd2,18,VALID,OK,list_directory,"{""path"": ""C:\\Users\\user\\Documents\\GitHub\\MCP\\demo\\corp_filesystem_sim\\public""}",200,0.006,1,,"[FILE] logo.png
[FILE] whitepaper.pdf"
2026-05-05T12:52:32,18,Frank (New hire),172222be0981440e84b618fd36d54cd2,19,VALID,OK,read_file,"{""path"": ""C:\\Users\\user\\Documents\\GitHub\\MCP\\demo\\corp_filesystem_sim\\public\\whitepaper.pdf""}",200,0.004,1,,"FAKE DEMO FILE
"
2026-05-05T12:52:32,19,Bob (Dev),172222be0981440e84b618fd36d54cd2,20,VALID,OK,create_directory,"{""path"": ""C:\\Users\\user\\Documents\\GitHub\\MCP\\demo\\corp_filesystem_sim\\source_code\\feature_branch""}",200,0.010,1,,Successfully created directory C:\Users\user\Documents\GitHub\MCP\demo\corp_filesystem_sim\source_code\feature_branch
2026-05-05T12:52:33,20,Bob (Dev),172222be0981440e84b618fd36d54cd2,21,VALID,OK,move_file,"{""source"": ""C:\\Users\\user\\Documents\\GitHub\\MCP\\demo\\corp_filesystem_sim\\source_code\\notes.txt"", ""destination"": ""C:\\Users\\user\\Documents\\GitHub\\MCP\\demo\\corp_filesystem_sim\\source_code\\feature_branch\\notes.txt""}",200,0.010,1,,Successfully moved C:\Users\user\Documents\GitHub\MCP\demo\corp_filesystem_sim\source_code\notes.txt to C:\Users\user\Documents\GitHub\MCP\demo\corp_filesystem_sim\source_code\feature_branch\notes.txt
